id,currency
tie-5eeee77a07a54833b18f0385d6dcb69a,KRW
tie-c61e1cae475d4ec08712e054dc4aedf0,SGD
tie-b7aabc37faa54d8fbc5a9ec0ccdf0acf,EUR
tie-05ceb544ceae4c168c60ab483d2f3d0c,EUR
tie-03e7b90877bb45638322b3991da0d200,USD
tie-3f3bd5fb677c460eaefde7598cefb8c0,CAD
tie-782b97dcfaca477fa64b85c5573f5a02,ILS
tie-b8fe0c6eb6374e2cb74bf5baa9febdc4,CAD
tie-408c768827cd4c89a4eb521611763742,EUR
tie-9c3f1479029f4aceade8540179754228,EUR
tie-62ad7040de7e4bb682738511d308f38a,USD
tie-13dbe86d0d05479fb648a4bf9ef1f1ae,CAD
tie-3079f13fa15e45f29f4093b26b3c913d,USD
tie-e84f0c8cddf44a039fdf90bb10082f80,RUB
tie-5c85c5a89f974712b100a1e59e7d315a,USD
tie-64fbb46a4aa24319925e1e9ded5d2406,CNY
tie-07774de0bc6d42d7bb93719ce4498a3c,USD
tie-38c2ec69f0864b72a937e229488f1b71,LKR
tie-1985c60867ae47578ce48938691c8707,HKD
tie-43598ae872a74df7af08174776677aa2,ZAR
tie-d3b116ea643e4915af5149f07b3a786d,CHF
tie-e8876494c66a478ebc5c1a350994595b,TWD
tie-bee5e11b2cec46109e41fe173644acb2,USD
tie-fd6d167d9ad240a4ad43a8815cebbb66,INR
tie-ce4af07df4ed4f58a73e86d07b2c5079,USD
tie-9555c5491ee349288630883b1f3fd408,ILS
tie-4b11005267be43dfb81e8a2a68a69e18,THB
tie-fcd4dde828dd478d9eeb381f2176b8ed,HUF
tie-8bee1ef6e8104a79a0a87e8e126c2160,EUR
tie-252a4f5c3c9142f093a662a1218517b7,CAD
tie-1a9b0dcbe7814b8296cf936b0316f22c,CAD
tie-8845d6d84b89437f9f6f8ca7881704d4,EUR
tie-f8a968ba34784591b241b1fe1fb36e56,KRW
tie-7380bcf5bfe94ad7b75056088a24a4ff,EUR
tie-7941b06398cd4448815cd425349ba178,USD
tie-143be11cfef74080aa291a423020e3cf,DJF
tie-7480dbb0a9fc48f0a6135b5e6a9433ae,KZT
tie-1b37f387a8f040ca8e242cd4df6d7c38,EUR
tie-2c387760d3984f18ae7fa5f3b673a4e4,GBP
tie-30cebdca6a0047bea617f522114ee4e2,AUD
tie-bdec821d494c4da893ef3e6278af32c7,CAD
tie-443378d4e93442f4a84d4b5ed53d10d8,USD
tie-024cc23e186b453d9bfa7868e97d5fe0,USD
tie-846ec590514040f3b2d73a93c1641f80,TTD
tie-a279087647384f7aa681696a593fd612,EUR
tie-a62e1c4f03d1437586ac59158459d1b1,EUR
tie-83f612ab046244df8834636d8432712a,SAR
tie-f26514b5e6294e38a05ec196abc8adf7,EUR
tie-18404b9b8c944b328e738e1033d40466,SGD
tie-ef5ebc7c4429421e96f414c967141359,CAD
tie-5d6213f370874b988a98df7ccaa1f138,KZT
tie-54da5bf19c934136b585080c895067e9,USD
tie-76eda440ffb14f6b96830ee895eba979,USD
tie-e747168f8f464b87a0f33498b59dcd1a,USD
tie-04700ed065df45c69bd226e53b5bffb1,NAD
tie-6e51e09439fa475492b515b55ae96d86,USD
tie-407c023b1adb49b683a1a6109355e25d,CAD
tie-c19914abd20f428e99b757438ee47350,CLP
tie-5b46b7a93cdc4bbf8e052bbb095f80f8,CAD
tie-044e0835304748a18360aa78970c46fe,XCD
tie-6d7b521b20d443ef87184fd1fe7abcc5,CAD
tie-12287c437756496a8a20e31219c46bbb,EUR
tie-57143501dea846bbaeda2d74ca32623e,USD
tie-1b1606835136459c91cd5814795b9848,EUR
tie-38a6dc4710a44d9e929656ecb1ac909f,USD
tie-605e7bd799a94b1b88674f008bdfa02d,OMR
tie-219442936e6a475f97cf72a6dbc208cb,XCD
tie-e653646f01cd484bbc5e8e8c151bcbab,EUR
tie-859b8aad85b6477ba2f663a1483ac767,EUR
tie-9bc26106b7a04e54a9d45f18aea76477,CAD
tie-e2dbb3bff21c4eb6afc6295342155f93,CNY
tie-1607638536c049c58ecc9422da62ed07,AED
tie-30201adaaf1c4e8282259d69e2fd78bf,USD
tie-599580f4e5044faba832bc68effe0a95,CAD
tie-880d75e3cccc401e8bc0c9e8623a9167,USD
tie-5cbda81274fe4916bb4971edb635fe3c,LAK
tie-9607a42f20b94ec6bdc23e306f6843af,LKR
tie-3e12b2cba82c490cbc0eab97ac1a96c6,USD
tie-98d947b552ac49e7bb512606d17c4ddd,CAD
tie-e67790458bde4b20873b8be0c3cc50e3,USD
tie-2ae21b3c6cbc4921ad52d1ab793c02cf,CHF
tie-5254709c0d2248e0b11dc5a2afad7c3a,CAD
tie-5c38259a2eb54e84bd277f254b154def,CAD
tie-52da29a25d5344e2abe8118b932b52c8,XOF
tie-8d63a67dd0e6412db5c578eb3ec9a11d,USD
tie-a01808f6195c41a7ae4bb6c16c66a338,CAD
tie-cadea623fb1e443d8003e69f09cc6fb6,USD
tie-a690ece93fbb482e8d425e8f4cd2b82a,EUR
tie-5343bd4c433549b19f60d8e0a6c7cfbc,USD
tie-07788057a8584924bceb9900c4739f91,EUR
tie-8096c1d55ac5497bb5ee9df1484989e5,HKD
tie-963bfda1a1174bd7ab67d77be37aa2d1,EUR
tie-bcd702db0115400f88dae7df6abc5754,CAD
tie-d15d102f4dfd4a6a85b41583bfed253b,USD
tie-343eebe3e52148bcad9a1bc6ddfbf88b,EUR
tie-657808bfa21343fd89c52c147358496c,OMR
tie-014ef92f16b24f6288feb6ad8c05a9e1,USD
tie-a4e4944f374a43b586782f8910f09564,CAD
tie-4070bcab63054992b46b9d8f8f8f453f,CAD
tie-743a137f8f1043b2ac77ccafac7987c0,EUR
tie-14ae706f3e26493aaefb96185c12a4a0,HNL
tie-7f953db57d6d45ce9697259bf98b91f2,EUR
tie-95b701cbcdd64904bd85f8cb1688a354,AUD
tie-94c29ef640db4a3f86a485ffedee9ea9,UAH
tie-4c8a38c034544ec0b66fdcb1d915e5cb,USD
tie-58529136ee084150b74bdfa0c4fb634d,CAD
tie-d6b159f8f9c14554bb79dfcb0ab1407b,USD
tie-96fcdc5d41194b9787c163723d8c3527,CAD
tie-67daae6c28bf4112ab3d2798351fe2ba,USD
tie-d2836ea9837243c3bfd4237046c87dee,JPY
tie-f7f6785a050b4b2880c863661c7e3fb9,PHP
tie-75b7713b8039413597d88c9613a17851,USD
tie-d6f79dc094f248558c5a634f54f20bdc,USD
tie-f9b93dccb0b64107bc9f2b12ce6634c2,JOD
tie-482c1dba87e34bfab82e8a97a766e784,CAD
tie-d69ca0fca7754c7b800cf4edc26fb4e6,CAD
tie-545cc31795e14ac386e412e11772b181,JPY
tie-26c46b37e4ec4895bde40d493d5a7f10,CAD
tie-f6433d2cd658406a9af6d2d7aa365214,CAD
tie-f3eb92ea61fd4a4e93ea2729591f1b9d,EUR
tie-f6e8944e01ff47c8a2f88835319b70b0,CNY
tie-230028c0ac774ca7a374b838e8c2c861,CAD
tie-1cb9224c724d4fbe833579b499d7e35b,EUR
tie-793329a245ba471abe73d85daaf8d80c,CAD
tie-25ac69e29fa3400ab2f609f5ab8d9470,EUR
tie-625db13005d5417aa87228b32a2a4439,NOK
tie-3a39d694637243bd82933684c7ccc188,USD
tie-0236b9ccafec46cd9f49f25873e09675,HKD
tie-03cb8c02c16248068d7c53e393618755,USD
tie-03c5d869d23146abbc9b02a7948bc2b6,USD
tie-f0bebb53809d44ff88a01f3ab44159e1,USD
tie-bc636df2a88d4cce950cf034f7a9bf98,CAD
tie-be2999b1ac7e4a49afe401ac00730cfd,USD
tie-5f20217842284d20ba75e739b4335754,EUR
tie-cc3972312b5f4b36920bb8806f3ab6f2,CAD
tie-796bc4309a854db2a941811c20671033,USD
tie-01f7bd7995df46c5a6442ea9792b99a2,CAD
tie-9bf902ecaefa47338c9547ba4442ae3a,CAD
tie-17627ba8b699472b9aeed47468deb041,CAD
tie-5deb0e5a36624e7cadaca41fc13bb1cb,USD
tie-3fbb6670335245c7a37ac3b752d618a3,USD
tie-b9479698bca64b9fbf0074b0a1ea9485,XAF
tie-97ce2401004f434fa14dd14cda707940,SEK
tie-5b49441174394a08b85439f3999bb4b6,CAD
tie-31b6a81f65fd4ec8a2d5c5f062859bb5,CAD
tie-118e514cb7d24124ac235f873c81c9b3,USD
tie-d96a0080d9ec4b24ae69ca111095e281,BGN
tie-06d568d89ca8465982514e360e352643,CNY
tie-d53612fcf7c642ada4ba7a4e412f536c,CAD
tie-a384fc13384e4a4a9d6d2a447c055a0a,USD
tie-e550f59c8dbf49dfa6f916c00aee3273,CAD
tie-66c3a78df2d145d9b39693c2efb22055,CNY
tie-1d6d9a338d92477bb4eef3a8ed9d4b97,CAD
tie-e04680854bf3440db600fb3d8ea7b5ce,CAD
tie-70fc71435d56441982b7727756b5cfd4,USD
tie-08cecfd6293d4dc2a3026abfb088c772,GBP
tie-ae636f8015ce402b83298da6b334ba5e,ILS
tie-6d59d08944cf4c94a8889ef810c56570,MXN
tie-b926906b56f542318c9149d3be440722,EUR
tie-2a435df5de904121a2b92261173ab187,KZT
tie-88522bedec144567b1eb53a08721a63a,USD
tie-43f905c020c04bd480011aa996424bb5,EUR
tie-4b7db71e72e045af93cd765a488a750e,EUR
tie-df76710a58704aeb9683a5a8e698f7fb,CAD
tie-840e450617574b298d569898de34511a,CAD
tie-95f1f7f59ce84321bfe452f7f0c27b36,AED
tie-67fb80d464e74982866d3b5268561acd,CAD
tie-410ea3172aa4449093e4bc83989eaec9,EUR
tie-2ce00f43b19f4ded909e831958520cc5,XCD
tie-35605be9b1e6465aa9d3e07a426fe323,EUR
tie-c3891e013f164e9bb91d3e8048a9abea,INR
tie-3be91344c5a2420eb14e6198e79dd8d9,EUR
tie-4ffbe9870dc74959ae6c24a4a4e81c4c,CAD
tie-3d6ff5f16d1f4667a3ef5f4a5f1812c4,EUR
tie-41f68c4f842e44a28c4dafb552541ed8,USD
tie-b9238a2031f543ab90688f4eaf08e5cc,USD
tie-7616b39e2d7c4490ba8caa958c8edf03,USD
tie-3d5b0059541a46c5bea64b8280a0e97a,HKD
tie-8a47ce2524cf4243a8102e9694713ab8,EUR
tie-c88a9c583b5946e1861fe669bd82e6a7,SLL
tie-72f0e3de60544e4fb8d36442dc5de03f,EUR
tie-1faca54d5f1048db8295e5546b9c1242,CAD
tie-a1d8ef8486d54d1d8f17fcc1ce2d908d,USD
tie-f5b69cb92f3e43f9881206abac09ccc7,NOK
tie-cbd3577953bf4230be6010b770a8500b,CAD
tie-e0f8398078b94bd39251f2f0d236d780,EUR
tie-1c822b1840574e818527bd746ea5f592,EUR
tie-32f9ccd8aa104585a1d6a747ba7f2fa7,CAD
tie-89081fde59704fc89a5f760209debdc4,CAD
tie-55125c062ef24916b12075b30382458b,EUR
tie-b793236c27334af2b664a5d1ffa21223,EUR
tie-6b190825c0c94f18b569e8a36b1321a1,CAD
tie-3ed4ecfb205f4a10a63f5d719f036c4c,CAD
tie-4d8b4ea4981b41428c7ca33810459155,CAD
tie-bdbb7d41babb453a86d5cd39752de7f3,CAD
tie-fc7651e25a7541bd8991c72eac9c4fe4,CAD
tie-74528f311397437c824f42a9169047a5,CHF
tie-8eadc0ac8e0e4de4a1842db9dda63327,JPY
tie-2d01279a6bce4221964565bc6cd8f6f2,USD
tie-b5250529635e49dc9a0c099e3d87e1fb,USD
tie-0e8cf45108424fbc95d1a2a7787d334b,USD
tie-41850225ec4943cda2e098b1a11bddc8,CAD
tie-83e6ee9feef744ccab217ab1cd31f620,USD
tie-0ae85a1d7b9f4fa48398d52fd9112817,USD
tie-566c48e520be415ca205de559fce7455,KGS
tie-9b10ea3a4a2641089873cedbd709b459,RUB
tie-d9b18439e00b462dba08a038b91bf52c,USD
tie-a4b64c63128e4e03b4863d1d5c6d07c6,CAD
tie-f50d320b453d4f74ba93babd60994d65,CAD
tie-768d75c21eb0458995f3301b8fb5ac01,EUR
tie-24ada19264fb42b88f5c47cf54a7bc54,GBP
tie-686d961bedb14a2eb2a44d24de750b6c,USD
tie-43aa4e6ed5324718a1c9939135e8bda8,GBP
tie-3bfabfad1dfb40d181ea684fd0e48515,CAD
tie-1461d8533874421f913073dd1a24e61a,CAD
tie-a499acffa6be44bf887702d852c9ff71,AUD
tie-5faa50fcb9c64608b65da00a9214da88,GBP
tie-e07dcf59e2c7440f94418efc4828ba73,HKD
tie-51ddbcfc9bf44faf9f03dc94e4e2f28f,SGD
tie-3183cf4f3dad4270ac5ff33cc630c005,MXN
tie-9b85d881294a4c72963bcec051a3d18a,HRK
tie-137d835797c04df8a5c9abf8b76caf36,USD
tie-525f8e10ff7d469eb261ae05a5b1bb97,USD
tie-3f067fb296934a0d91073f2087b1d9cb,EUR
tie-c08c769105664421a90377593d5413dc,CAD
tie-f52ba22122504b4d9e4067462ea1955f,CAD
tie-4f14f39ffb8a4b7dbdd6624f4cf8a5ab,CAD
tie-feed99a3058b486181d6f5352b1ee3f8,USD
tie-4b5ace60baa64bd9a179818b5eee8ecf,LAK
tie-1424fbe14786457bad58f9f7e252eb29,KRW
tie-ba2385f9e4dc4c12aaf6210f276b6f7f,USD
tie-50bc3a0f29e9446eaf872140612635b8,GBP
tie-983ad593293d48aea4d744ca3b166bef,ALL
tie-93beea11fc5e4c1dbd3b7e505af2fe35,GBP
tie-8c5723d7ce5e4aaf86ceecbc7861d4a2,NZD
tie-a38da6ce5a4546f8acec48b6f36bf987,INR
tie-3f97261c900548358fef65437330ebee,USD
tie-dadc0e4dcf2b49b7a70a65cf933e86fd,EUR
tie-87644c5565d041c1ac0101661a582807,CAD
tie-3381bba02a8e4fb09f248ff34ba4f147,USD
tie-314acab2f5ce4322ae97374c710e9d11,TTD
tie-575e9157477f45968f5937102a15b054,USD
tie-d8a969a10f614e4c882c4d68cb785322,EUR
tie-a7d14e72ac0e40b1af2fb15eb14062bf,USD
tie-37a691ff7ee941feb38d554b4a51fe9c,EGP
tie-192af13a6e2145db9546e7f008e2b697,JPY
tie-23c4b9b69221474bb93fc592e314d97b,CAD
tie-ab3f1037e9054d91ad5307842c8cd6fc,CAD
tie-19240d976e48495791e048f8078c4bdd,USD
tie-feccf2dc652646d18e06ee77c97ed47f,CAD
tie-f7f609df8d454e06bb70432ac8145b20,EUR
tie-20160801-1111230043,AUD
tie-050a85c4eec2493aada900f105da5597,SEK
tie-3ec84e0ae6b94d1c8408213942b2ff1f,USD
tie-6e3a279c9eb54cd7a9573c06b70c48e9,CAD
tie-5f338c7a047b48009846b4bb16697f34,CAD
tie-aaf1108f6f434e71a71371f2728edad0,USD
tie-8b4f3edca3fd4b1ebbcb16847afe3ab0,CNY
tie-efa1260b0d0d4adea514529ad2cb2122,DKK
tie-f527e7e102ae4349833e9d887d965e01,USD
tie-237fc119c4d94b5ab46190b0d7bc9f32,EUR
tie-ff1a23ecf2be462f84d59d3b7b443f8a,CAD
tie-b61a383653b84d30a2b64c94ea191d4f,QAR
tie-c95e77cfa3bc4154997bbaf8b93b17da,EUR
tie-0c08df637e7143838a443cb9b4b1dbee,USD
tie-b7213f90df4b4f7ebe74d7d357906dc5,AUD
tie-c9983cf89352498b8ba946e69d8bf2c3,EUR
tie-efa399b693cf4f64aa1e556f9a14c49e,EUR
tie-e754d05effba4606b31d28fdd843229e,EUR
tie-36b70d537e1a43189a6e99df82c08839,GBP
tie-2f8d190888b84745ae850aeaa61fe8dc,TWD
tie-97906f0ad7c54cf4ac1d4835d1ead621,USD
tie-87f390873dd94d25b760592f2b13dd87,JPY
tie-2529cdf196d74a7aa59392f7c60aaef1,CNY
tie-dedce52269ff4739bafb1457846c97e1,KRW
tie-7ae0e01ee88f47f595c5748ee7ce4371,JPY
tie-c891477b13b94b868722577db7f19197,CAD
tie-2ba1bfebeb15497e8865c5fb31f5fd99,EUR
tie-ddc3868d3be74eb1ab1d2827c8b96d44,DJF
tie-25d90c9b071f414191cb480a50a87b5d,EUR
tie-2d05a95bff954e60a04ee2df42688373,USD
tie-f41282c914b84bf39c7a53702ef18289,USD
tie-a4d15935fead438fb84898f3a4894d48,USD
tie-7102662f6ec7414699563e57a9233307,USD
tie-b6e7a8d5f6b346f09ea02e70dd5a58ed,USD
tie-28c38adac04a4dee839d554e79e6568a,CAD
tie-b29a494804b84a7ba2ce0cb96717e779,CAD
tie-9f57d7e5f0ec4065aadbcde5d3dc370c,CAD
tie-670c205b12ea49f8beb92d98c4af9232,USD
tie-870a7b83852a4a14a581083595807f3b,NZD
tie-dd5748d318c2452fb1408616b8b473ac,CNY
tie-62253d46bf0043a0bc2b6dc766dd9090,CAD
tie-d9e42a7cad2148558b5398185fa80198,BAM
tie-26e820e9a204407dbb2a537978fd08dc,USD
tie-5ce6266ed02d41f897e204ddd0de2f3b,USD
tie-5ee24a002cb74eea9de59b94f17dfd8b,EUR
tie-89b0bf8bb6ba4697bb9b3fc145510f96,MNT
tie-91111c2aedcb44c1ba55a67512f33e80,NZD
tie-f5fe2c4b1d3f484f9485082077c35d63,MXN
tie-fe089d5bc58849adae3e7747487efb3f,CAD
tie-1a3e5e9335be4b07bfa1f21473ccf4c0,JPY
tie-6797b2c3458f4bfeb460fff1d759b8f7,USD
tie-2c3ecaa841f4469182377a6da2fb18fc,CAD
tie-ae36293cc27447bdbf75680a4e448490,CAD
tie-cfd7ed80929d4186a71bac7753279d7c,USD
tie-c4397376b37547f5867eda17cc99219a,USD
tie-58c584b1102b486aa37f3b95fd0b9aa2,CAD
tie-baa204cc8707439b84e77553d937cd39,USD
tie-8db8e2ad94eb4321b71547e79503454e,CNY
tie-bc50ce9987c9428e880d699478e173c4,MXN
tie-895ca25da9794ecc8793392937985cf6,GBP
tie-cf0155ed99284010821c236ab9fcddb8,QAR
tie-f4b8bd1322eb41f9a62bf21e1b799f6f,KWD
tie-6fca1ca8502f4716bb92a3bed26a7eb2,SGD
tie-64549a130460458eba0ce7cea8d4eb6f,EUR
tie-1c9739c4f4bd4e319f3322ce8225f35a,CAD
tie-14eae649dccc4837a2acb65480af5a05,XCD
tie-bbec0ce143504ed58a09e7be8b0ca46d,CAD
tie-3412ff8e9b4f4b8d92cc7d8671db52c6,ISK
tie-b1293d558c4143b39597b34b8766402d,DKK
tie-f7e9af71d4144be781f6f05b72967d90,USD
tie-c4c869fdc4174f2fbcee474ac7325a54,USD
tie-5d8ab103a26e4d16a67e9facfc3aabae,EUR
tie-2cf8f6295b28452b9e2a287342273f98,XCD
tie-4f24740903f8488786fe25a583902a4c,CNY
tie-9942a4b8ecbc4a3488482103ec999f83,USD
tie-04919bc16a914fa0b9575af57dd20ef2,SGD
tie-b2ac4373342843dc95beac31ad975e6c,CAD
tie-60ae09b4a8304ca09c86a98d9d586e8e,EUR
tie-d67613ee3c7e4dbcb77d1953d53c3cdb,USD
tie-c67b736a3c254704bde340e1fa5065df,CLP
tie-7647571821514e62a4ed89ccca1b3664,USD
tie-c92848eca44c450c830b92ec33e1a306,USD
tie-d4a01ab7b0884e98bfecc1baa86700e0,CAD
tie-aa71ac2f823944f6aa1c2088946c7c65,CRC
tie-ab0c8c025a10450bb8c0f66b28e26db7,EUR
tie-10e0f8eb4ba34373b87b2f4ba1d560f2,HUF
tie-dc513b2a04af437aa473ab9a9f395b29,CAD
tie-25a1207902274fa5afbc4b6224613804,NZD
tie-58bc8587194e48ad9519a48528f0d123,UZS
tie-c8aaad657eb546d8b47ccee2b17d3863,EUR
tie-e9f049ad8a18423f902fcf1d11a96d55,ARS
tie-974bd1446a6c45c7b33a60921de3a239,CAD
tie-dc06593d6ca9442e92114d76a11fef12,CAD
tie-91df67189922423183d8a0e110322abc,GBP
tie-00c68d2428cc4f5a80c8fb0638ab324c,CNY
tie-d700c9c9cb6e4ce09c4e93d5f6b65fe0,EUR
tie-8ec304f8e10d4d638d78f80ca48e3fec,USD
tie-3b5a6b397b1f4860b9767871880d4aca,XAF
tie-4fee3d7990df4528883ffcb01bc21913,RUB
tie-7f6eb8a0d54243ad9d94c9e8030aa280,USD
tie-8d0a422406904d6e9344bf75ffdd1a58,USD
tie-16e9054d86f04d1d99b63d34fbb2f2bd,CAD
tie-ef6508d38cc34607a3193842d19ccc5d,GBP
tie-bd2da77c6ffb4d8cba2c9c6615569bb0,AED
tie-6c069d9b1d6844d9b6f39e0e72ac0afb,SGD
tie-fc62a7bc55c341188ebf394a570bc36e,RUB
tie-bf0de798b19a4102b85f27449334a0c3,USD
tie-2a8ec341f71a4b128f79bf4fc316a046,USD
tie-7f947453baa1472aab1cb9d5b83414d4,AUD
tie-429786d685ed4b7589a0a2e4848067a7,EUR
tie-3be5f41ad5944062a14fed1b751dc4e1,HKD
tie-afbfc456568e4eeab983de88b7795d68,USD
tie-d828b581219542dbad44fe2412ec3115,SEK
tie-17122a3f498f4a9daabef3373666c892,USD
tie-17c00750d61942c4800bc028f7d0db10,USD
tie-2e69047b0c274b24af7422f59460d306,CAD
tie-24495627fa90407a835bc0e22dc51404,CAD
tie-35538016d29a4606b98420c82f35aa62,USD
tie-2d39786a09024d68ad3e348dc8c3f2b9,EUR
tie-fbc6a085c1294a54aad5666a26613215,BWP
tie-76e1cb91cb6646ae84927f15811542bd,USD
tie-cea8de62e7b94c2caf7c0b250878e7a0,USD
tie-8c4c5f74f0894df7a48cd784bb5ccf91,EUR
tie-aa5f1280c80844a2aa0423212644473d,EUR
tie-f9e368c9f53c4af8b3e876e43e1f8218,XOF
tie-ddf8ec1b4f034ed8ae3a79b066b4b974,USD
tie-d95b379c1f054530a12ae19544837677,KWD
tie-123e626b94a5416eb269d74cdb16702e,PHP
tie-0a718779b64a4bc696b20e4de7a2f7ab,CAD
tie-18010b55816c4d7eaf12b4bb1048ff54,GBP
tie-ac9096f478d5472a9b94687784186db6,USD
tie-8818dfc1d25541c9b0069d7cfb80df42,EUR
tie-757110a8ea53489d9694474e14602066,CAD
tie-60d45445f95d4d4d9a0f8803c6cafa9d,SCR
tie-ce3438e565a54515896a3f0434131f5c,CAD
tie-f5d5426e01f14a75a072cdb8f8d666fb,JPY
tie-dab6bb3a16b04115ba998e4946579afc,XOF
tie-db1d17b5c4d54f85ada0c223355572c5,EUR
tie-b010ac62250f4755a8a6be31e51f12a4,AUD
tie-ff8ec97f9be44d06b47fda9d9abfacff,GBP
tie-c0696d8657954339b4dadb8ffcd9cf0b,USD
tie-4bd29efd75c1480db02e86379c4720c3,EUR
tie-adbba244d46142bfa0374ddf93fc8d11,USD
tie-4b4d765330124adcac4ee9b23c154061,KWD
tie-1145375539b34bf986a59a420505c448,USD
tie-368e0ee1c2c04e1e90b1357ee0a0b936,AED
tie-c0c573be257b4189a6df9bdcbb8e7fe0,USD
tie-ce52dc61da2748ec896b8c4e949b158d,CAD
tie-b661ba4566394e6da250a0569cf28089,EUR
tie-214f44c3be194d03a406edd59d5a81dd,USD
tie-48adaf521e4a471a950d6b10321bfa78,BRL
tie-2150a990c8714bb9bca31d593c341e65,EUR
tie-8d7341ca7b514e9fad8672d51d977645,PLN
tie-d9eed5d2af344bc8bb54a3066c148041,USD
tie-41744f7a536f47dfad8a97db147f8803,CAD
tie-e7c5950662d743469ab1c8705e6f7dd8,NZD
tie-59877c242aba484f86af6a8bc10a952e,PKR
tie-ec92187766cc4e6cb12402afe7bdd1dc,CHF
tie-c802b227789c432d841fe43c262e7d79,HKD
tie-0d15f2d33a6c4e14a05f467f42dd1aaf,CAD
tie-0a12b5ba2e1345978784c1b696dffd37,USD
tie-9d41052fc2334f23ae453de4e5b6ab24,CAD
tie-4191802aab7240abadbf3d39142c61f3,EUR
tie-050bb8e8edd4420abb24777130423ae5,XAF
tie-5a0106390ae14ab49227df0040f320bb,USD
tie-c4ccd11c718c49349bfa84e713a427a5,CAD
tie-8aecb09af6304f3898b5c9d87e7f0554,CAD
tie-11b708c5aa964a49ae6cae50fad1c646,EUR
tie-5173a225606847da934f8f83e39fc206,USD
tie-525cd0ebb4cb461aba758e7f357fc63c,KWD
tie-21361c2cd83341c7896506c319e4f408,RWF
tie-3a1afeae24254820bad59453c5c19429,CAD
tie-26a13b3fcdc54bacb87c51d0a94d1c51,USD
tie-f2cccdf0f0834db7916aa2f3e01ed7b7,USD
tie-7dfd6dc11c66432b98e41e43168b680a,KWD
tie-6e8bcd73d49140dca3ea97598aaa54b7,CAD
tie-9906323fc8d4498695cf33d491f6ddb0,CAD
tie-530a1b9522394de9ae1c28f575c568ff,KGS
tie-cb468b25e13b4a55a674806aac0cc4d7,EUR
tie-b0ece1b019c04e0bad7f4ecbf1e98ae2,CAD
tie-4ede958f5f03459ca9a4c88f08a45408,CAD
tie-399a3b834f054582bc90011de9bca3f6,ANG
tie-8be09c2161c6425ea7216a65b53cdc9e,GBP
tie-a217ef93bcd9427aaa2f7b9176d47453,MOP
tie-dd1230b8a70a4ff8ba96d7af50a4fd39,GNF
tie-a1d81e3a500541c4a905f903fe8a2f9e,SGD
tie-85bc019b4bbb40499ab836cfa845370c,CHF
tie-1335e2fe38da4ad399cfaa3f61a026e1,USD
tie-019c811a27dc4277978e8eabe89fcb3f,USD
tie-f8ac4f29fe924bb8b1de81d93d730787,USD
tie-e1ee402d8a02438ba9cbe60f5b293ec7,AUD
tie-6aa20eb2f8244c7fad983d706dd32102,KRW
tie-d3ad776b1a0a4b6eaf38af66c3f80b18,EUR
tie-aaf9def13e8948578b7b70fa0af7b39b,RUB
tie-226a6b13499349b7b17a6c98d2076e1b,JPY
tie-5ffc92b2472940188f0a5d9043abeeb7,ANG
tie-d26a046162cc4565aa873c5de9a9895e,CAD
tie-cd1aa741dc544190a816174b937f6614,CAD
tie-b2575f1f93f34f8485f64fd2f778df94,USD
tie-be0acd3392b14d4eb475476480014d20,USD
tie-655fd6ba67bf4014a55a46fe31979734,SEK
tie-6e6570b13810492f8e6b9f6d69496180,USD
tie-4d521e9339044c5abab1b0cb998f073d,XCD
tie-79d5cf97d4b545548f22aa58540f8aa3,AED
tie-44c49c8e5aa64c479388ffd8123445fd,GBP
tie-e972128a65624fb8a02ff6de5757dac6,CAD
tie-607dd4945da94efc986e1e694bc00609,CAD
tie-28b0d362a1894088b3e3205f55a175a0,USD
tie-37ae5db1c6114c798f98bf3edfccc455,LKR
tie-34a0ec16ef3341d3b78f3997a19face2,EUR
tie-15fc333d5a45409e88987b819529c14a,KRW
tie-8e3e70764ffa4da28a6f320114d364e0,AUD
tie-8d4b2fb07bf3405db93d7bd01177949a,JPY
tie-6a435ccf0a124801bf23d5c1572d61e0,KWD
tie-658bc2e8280e42b3a79b66e66a419ea8,CAD
tie-4fc73485ac9a4dd2b4d004ce183b08d3,CAD
tie-a13c191e62aa4c2a97f01c57eea93a18,EUR
tie-59a9754d4a4f45c09915a6402f57f279,CAD
tie-389d85e1af9846f1937cce9967f4dfc2,USD
tie-99938cde2e424f81bf56d271fa5d9ad3,GNF
tie-75992e745098430ba044df018b1b900b,USD
tie-3f79f30b38524358ad8f9151396eda1e,USD
tie-13a51b6918fe4f0f83dcb85e42d23863,EUR
tie-c52f56094fa54f4f9f6803a8f0be6caa,CAD
tie-912668a018834a64801d5f6aaee8077d,DOP
tie-ebaf7dca12f447108c6f3bee70b20c36,AUD
tie-d5d34a9de57245a4af7ec11f47767b84,NZD
tie-fde5608c98c140c5a4eb43f84afc6418,GBP
tie-d2d55e8b6a4c46b3830cdbc11b265f54,HNL
tie-25e012c7b1da40828bf10b1bc510bb7b,EUR
tie-c937b9c5cecc4b22a730694453730c1d,LBP
tie-e80cf75733fe419c9e0658496092619c,AUD
tie-5551ed5cf63c41f99c37beca52a04d2a,USD
tie-6524207cb0744803a553b655908f7008,EUR
tie-cfc52f92ff40442f88c0fd0a54dadebe,CAD
tie-dd04b901598546a98b7b2b4f8a877f2e,EUR
tie-cf752b9fcae14454b9a0b20c66f5735e,SEK
